SK_ID_CURR,TARGET
100001,0.0754839431817782
100005,0.1912294685872428
100013,0.07583448706149205
100028,0.08779233756154109
100038,0.1570998610763317
100042,0.058193372125260795
100057,0.07456332696102666
100065,0.12997952835968365
100066,0.03843145586711492
100067,0.11414160938066048
100074,0.08980437510875182
100090,0.14696669516383873
100091,0.1453017012977701
100092,0.11596088460224738
100106,0.17385917850057453
100107,0.13487760151635966
100109,0.1069919431240447
100117,0.08904021800578332
100128,0.07768698459456948
100141,0.12726435875970046
100150,0.07535261398843529
100168,0.04350399219188373
100169,0.05389324811092745
100170,0.10549273987674715
100171,0.10632501529266565
100172,0.17444188838044322
100184,0.10863763469304166
100187,0.07641589083500494
100212,0.08157326768749495
100222,0.11044081219057272
100223,0.043095104071112125
100232,0.053811658464050664
100241,0.20151369748411616
100245,0.06416329718431038
100253,0.06588116346484488
100256,0.1277622584448657
100271,0.05219436801837598
100278,0.19760599137183896
100280,0.06359075697613432
100306,0.2098242712285112
100311,0.15456970977344334
100312,0.0707802541801077
100330,0.09182210827971214
100331,0.13555154828898322
100352,0.10425436981414608
100358,0.15871820439724263
100367,0.09164713922664344
100382,0.10782811295272662
100384,0.08379213980021545
100385,0.10732690219724024
100386,0.08687208809364627
100399,0.06588242472632251
100404,0.0937549295582687
100416,0.05963404150458781
100422,0.18463053544513508
100426,0.07407844229379061
100438,0.07438589189517512
100444,0.13884994012719917
100445,0.1605052648807448
100446,0.11200879641618722
100447,0.07643262920148168
100450,0.08972780578446891
100466,0.0849816062360356
100483,0.06358278174705297
100484,0.05312482200040485
100494,0.10429674957273335
100510,0.16069411114606014
100512,0.07260358362307948
100517,0.0870448385594059
100548,0.07423654754519846
100551,0.08087276269350584
100552,0.17231648683671233
100553,0.08440719800556563
100561,0.1309859441306743
100568,0.23759654603916852
100569,0.05378907965505223
100591,0.12781882145496556
100592,0.055230006169111424
100602,0.08318063877754737
100607,0.09914379282950016
100613,0.11523261271776555
100617,0.0789708170350602
100618,0.12340995662284895
100622,0.2101002346176872
100625,0.11286118314290007
100677,0.11576784216094017
100699,0.08875512393149895
100702,0.2662071226905908
100711,0.07600174413929445
100729,0.20068508385617778
100740,0.14230214079542278
100744,0.15610720258004585
100745,0.0927651261217307
100747,0.1594134009338324
100751,0.14835441565392557
100752,0.09587663090723218
100753,0.24102342789339734
100754,0.16646895977164536
100760,0.12290659945885503
100762,0.10955120169154534
100763,0.10137393189573633
100765,0.07829280668464242
100770,0.1315196659460421
100772,0.07133796601137553
100777,0.07361529917660385
100791,0.065051554353534
100792,0.05688816172871278
100797,0.08152009196738243
100823,0.09684214076905308
100826,0.11027588814985174
100830,0.06674174805487733
100836,0.18153340133119877
100872,0.09206654431751199
100910,0.10653779955273959
100913,0.10948103367270602
100918,0.1042150199706688
100931,0.05518700171008993
100952,0.12130836063638761
100953,0.09457561342182882
100965,0.17145487972389004
100970,0.09002301294385835
100982,0.15887923647463018
100983,0.13232137803797678
100984,0.07164462459200224
100987,0.12762611796134746
100997,0.08460564936282022
100998,0.146095146122901
101002,0.1241551324331893
101005,0.2153860753303898
101008,0.17521523072408626
101020,0.1201473515567661
101021,0.1122072257985081
101024,0.0794990898465092
101025,0.19135748024658672
101026,0.08661161924021646
101031,0.09107568087510726
101041,0.0667697214654576
101051,0.04234211934628045
101055,0.11749845147815018
101056,0.181155516257922
101057,0.1166668973393923
101064,0.08645169506437114
101079,0.11293200368192162
101087,0.08745595147258556
101090,0.06986755324566259
101092,0.10071093360068421
101097,0.135184241082611
101099,0.06114013220342527
101107,0.126158769791944
101118,0.1219439622276939
101125,0.12637073736593388
101126,0.06085172470762078
101128,0.12866179779715325
101136,0.17563552301573956
101140,0.11345168260502468
101149,0.11536347304743566
101160,0.10112365338058985
101169,0.17959888071854488
101181,0.08832515966534801
101186,0.049319594905122194
101190,0.1564457303647825
101193,0.13911930909434936
101194,0.08993017250030753
101198,0.108910396080577
101200,0.046205943343240165
101204,0.09695965443397973
101211,0.09120574695200498
101213,0.08860542861841783
101223,0.09537197176941271
101225,0.12727523966701693
101237,0.11012253851063222
101243,0.1106636021856952
101244,0.1659722548349557
101258,0.08333717238333525
101259,0.21748897262322853
101268,0.14584848125866254
101269,0.08916793612209888
101271,0.1649882024591648
101279,0.07882838548546792
101281,0.13874201678510586
101287,0.09291939424733281
101292,0.08885126353505962
101294,0.07810645685379344
101296,0.07782597672090412
101297,0.09144274058279535
101299,0.060002829611480346
101301,0.09437356647177338
101305,0.09824304249630963
101308,0.07151099373904905
101318,0.05664839953119839
101327,0.1560900388250579
101329,0.12587016642530252
101332,0.07209305023242688
101337,0.12278434268416306
101343,0.06208175202448525
101345,0.06259301072389387
101346,0.08728813005955272
101353,0.03961775002395179
101354,0.15917098506027033
101355,0.1563868445590702
101356,0.06044513594239027
101362,0.14139387594657649
101363,0.20688994105995823
101365,0.07964729437166522
101366,0.134087349579209
101367,0.19969571994740765
101368,0.04585218598540934
101374,0.15691437815445275
101380,0.06228991039001199
101383,0.07425289949257623
101398,0.05772571785195525
101399,0.21645324741819302
101401,0.17096058901529704
101412,0.11620759592178584
101426,0.13901521891344074
101427,0.2420652336665553
101428,0.13987834474068375
101429,0.13615154672515747
101434,0.0799954559640118
101440,0.12393162202205425
101448,0.12399090535827081
101449,0.09789482338043046
101465,0.06979415067065714
101467,0.07900171071931325
101472,0.18181582464497026
101478,0.15132291671026504
101497,0.08793911789731851
101504,0.0931984351319511
101547,0.07958853692014228
101548,0.12181837361647088
101555,0.10967163582967192
101570,0.08142434225908642
101572,0.0891046642941856
101578,0.10785797532916022
101580,0.18672929482215833
101588,0.11733353971380155
101602,0.08643525943929745
101610,0.14010805495086728
101614,0.12135904478936982
101616,0.11806129834499303
101643,0.12475322938328377
101644,0.09856449986160995
101649,0.10942263053264185
101650,0.12657626368029787
101665,0.05416721143527281
101667,0.1406303880594635
101669,0.07006828685412184
101674,0.1387172148092812
101675,0.09314181769718771
101678,0.13867988738002807
101682,0.1113989848993948
101686,0.12405948080884541
101697,0.22142038818332224
101700,0.14748216243874815
101711,0.08433954869666498
101714,0.05538054805181327
101715,0.17040973165443796
101728,0.1105013540204965
101732,0.09213428387354784
101757,0.12815534780824847
101758,0.12932374742374558
101759,0.11071414376368302
101762,0.04376971203147861
101764,0.09003783742024854
101780,0.1946259123270038
101784,0.10066549659189317
101789,0.05888320257473399
101816,0.10415456245454575
101819,0.09241622393806548
101827,0.048623231861146185
101863,0.1431684775086358
101867,0.15361192210697205
101870,0.06175811901512838
101873,0.15178933520785076
101878,0.1004954147577737
101879,0.06477290248955242
101880,0.06883260100860439
101887,0.13818293348410665
101897,0.06613975184841353
101901,0.08127711681577371
101903,0.2577907303446705
101920,0.0927861031412528
101921,0.09719667590332688
101922,0.08978967704228008
101961,0.1798288886931325
101962,0.07968348992038389
101971,0.10400576731970916
101976,0.18198096363776525
102002,0.12649423121776582
102005,0.07055805495556222
102007,0.2293229260924723
102017,0.06701225082336183
102019,0.17268120612424157
102029,0.047140741766486964
102051,0.12753782904806163
102052,0.05588771211005946
102054,0.0681512191481984
102062,0.14183210861271336
102067,0.14530707398544487
102068,0.1149419517653274
102070,0.09028651274616012
102090,0.11088403820442722
102092,0.14328096874234944
102099,0.1563221068506774
102100,0.0609164759107092
102112,0.11447373608553787
102113,0.11008445805676699
102122,0.14944924552799474
102123,0.07442758440309281
102125,0.07566011868583092
102126,0.11565393035985701
102146,0.09581943278792866
102147,0.11629365410005395
102151,0.08328064404389385
102158,0.09212572490043996
102159,0.07972564209896954
102162,0.06791909275475488
102165,0.08609593883228198
102166,0.11712799098877828
102174,0.08490096266738688
102193,0.21388801721642708
102198,0.08915474937751729
102205,0.1287386896887759
102206,0.0658724893668345
102218,0.09961422255256838
102221,0.0909981118143662
102230,0.09848082048498569
102238,0.11922244223718513
102248,0.06963058485895332
102252,0.11809429827351707
102259,0.08870318504653969
102262,0.10504320310379237
102273,0.08713769202717697
102286,0.1112171086369147
102293,0.09617624723981304
102294,0.07078443043145995
102296,0.10357975101531705
102298,0.12590569934525048
102303,0.06931471460996154
102309,0.1140310803463796
102315,0.07239586834687287
102340,0.07858455211414296
102342,0.115972023458923
102344,0.10815401527715172
102346,0.13937782102953775
102347,0.06371513656933121
102374,0.11497593057302934
102380,0.0942231507146925
102387,0.0873687624078526
102393,0.06653180103743798
102403,0.09264762280709221
102413,0.11777035485211246
102414,0.034498953733357374
102415,0.07372949216227367
102416,0.11253536542022123
102439,0.10299452343733631
102441,0.07790610717187996
102443,0.07333606102339804
102444,0.0881558649829629
102445,0.17557027989982704
102448,0.06958218067952412
102449,0.11214929838836224
102450,0.20498394354303895
102456,0.09461507652768188
102458,0.0971436773775832
102459,0.09214100096353335
102465,0.0473575213851757
102470,0.1777924883925404
102471,0.08511139530611636
102475,0.16724631506084017
102476,0.16840372423126018
102506,0.10524028936145846
102509,0.07587981108325609
